Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
VAST,2018,KnowledgePearls: Provenance-Based Visualization Retrieval,10.1109/tvcg.2018.2865024,http://dx.doi.org/10.1109/TVCG.2018.2865024,120,130,J,Holger Stitz;Samuel Gratzl;Harald Piringer;Thomas Zichner;Marc Streit,Holger Stitz;Samuel Gratzl;Harald Piringer;Thomas Zichner;Marc Streit,"Johannes Kepler Universitat Linz, Linz, AT;Johannes Kepler Universitat Linz, Linz, AT;VRVis Research Center, Austria;Boehringer Ingelheim RCV GmbH & Co KG, Austria;Johannes Kepler Universitat Linz, Linz, AT",0.1109/visual.2005.1532788;10.1109/tvcg.2011.229;10.1109/tvcg.2013.155;10.1109/tvcg.2009.176;10.1109/vast.2008.4677365;10.1109/infvis.2004.2;10.1109/tvcg.2012.271;10.1109/tvcg.2016.2598589;10.1109/tvcg.2017.2744320;10.1109/tvcg.2015.2467551;10.1109/tvcg.2016.2599030;10.1109/tvcg.2015.2467091;10.1109/tvcg.2006.142;10.1109/tvcg.2017.2745219;10.1109/infvis.2000.885086;10.1109/infvis.2005.1532142;10.1109/tvcg.2013.173;10.1109/tvcg.2008.137;10.1109/tvcg.2010.184,"Visualization provenance,interaction provenance,retrieval",23,24,47,1942,,
VAST,2018,Vulnus: Visual Vulnerability Analysis for Network Security,10.1109/tvcg.2018.2865028,http://dx.doi.org/10.1109/TVCG.2018.2865028,183,192,J,Marco Angelini;Graziano Blasilli;Tiziana Catarci;Simone Lenti;Giuseppe Santucci,Marco Angelini;Graziano Blasilli;Tiziana Catarci;Simone Lenti;Giuseppe Santucci,"University of Rome ""La Sapienza"";University of Rome ""La Sapienza"";University of Rome ""La Sapienza"";University of Rome ""La Sapienza"";University of Rome ""La Sapienza""",0.1109/tvcg.2007.70540;10.1109/tvcg.2007.70522;10.1109/infvis.2001.963283,"Visual Analytics,Network security,Vulnerability analysis,CVE,CVSS,Attack Graph,Vulnerability triage and management",28,24,46,1553,,
VAST,2018,Duet: Helping Data Analysis Novices Conduct Pairwise Comparisons by Minimal Specification,10.1109/tvcg.2018.2864526,http://dx.doi.org/10.1109/TVCG.2018.2864526,427,437,J,Po-Ming Law;Rahul C. Basole;Yanhong Wu,Po-Ming Law;Rahul C. Basole;Yanhong Wu,Georgia Institute of Technology;Georgia Institute of Technology;Visa Research,0.1109/tvcg.2011.188;10.1109/tvcg.2016.2598468;10.1109/vast.2011.6102435;10.1109/tvcg.2017.2744199;10.1109/tvcg.2010.164;10.1109/tvcg.2017.2744684;10.1109/tvcg.2008.109;10.1109/tvcg.2015.2467195;10.1109/tvcg.2017.2745219;10.1109/tvcg.2015.2467191,"Pairwise comparison,novices,data analysis,automatic insight generation",33,23,51,614,,
VAST,2018,MotionRugs: Visualizing Collective Trends in Space and Time,10.1109/tvcg.2018.2865049,http://dx.doi.org/10.1109/TVCG.2018.2865049,76,86,J,Juri Buchmüller;Dominik Jäckle;Eren Cakmak;Ulrik Brandes;Daniel A. Keim,Juri Buchmüller;Dominik Jäckle;Eren Cakmak;Ulrik Brandes;Daniel A. Keim,"Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Eidgenossische Technische Hochschule Zurich, Zurich, ZH, CH;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE",0.1109/tvcg.2013.193;10.1109/tvcg.2011.226;10.1109/vast.2009.5332593;10.1109/tvcg.2009.145;10.1109/vast.2014.7042477;10.1109/tvcg.2006.193;10.1109/tvcg.2013.192;10.1109/tvcg.2008.125;10.1109/tvcg.2012.265,"Spatio-Temporal Visualization,Spatial Abstraction,Spatial Index Structures,Collective Movement",35,19,54,1287,,
VAST,2018,Visual Analysis of the Temporal Evolution of Ensemble Forecast Sensitivities,10.1109/tvcg.2018.2864901,http://dx.doi.org/10.1109/TVCG.2018.2864901,98,108,J,Alexander Kumpf;Marc Rautenhaus;Michael Riemer;Rüdiger Westermann,Alexander Kumpf;Marc Rautenhaus;Michael Riemer;Rüdiger Westermann,"Technische Universitat Munchen, Munchen, Bayern, DE;Technische Universitat Munchen, Munchen, Bayern, DE;Universitat Hamburg, Hamburg, Hamburg, DE;Technische Universitat Munchen, Munchen, Bayern, DE",0.1109/tvcg.2013.131;10.1109/visual.2004.46;10.1109/tvcg.2017.2743989;10.1109/tvcg.2017.2745178;10.1109/tvcg.2006.165,"Correlation,clustering,tracking,ensemble visualization",21,19,47,875,,
VAST,2018,A Visual Analytics Framework for Spatiotemporal Trade Network Analysis,10.1109/tvcg.2018.2864844,http://dx.doi.org/10.1109/TVCG.2018.2864844,331,341,J,Hong Wang;Yafeng Lu;Shade T. Shutters;Michael Steptoe;Feng Wang 0012;Steven Landis;Ross Maciejewski,Hong Wang;Yafeng Lu;Shade T. Shutters;Michael Steptoe;Feng Wang;Steven Landis;Ross Maciejewski,Arizona State University;Arizona State University;Arizona State University;Arizona State University;GE Global Research;University of Nevada;Arizona State University,0.1109/vast.2008.4677356;10.1109/tvcg.2011.202;10.1109/vast.2012.6400557;10.1109/tvcg.2008.135;10.1109/vast.2012.6400485;10.1109/tvcg.2014.2346682;10.1109/tvcg.2009.143;10.1109/tvcg.2014.2346271;10.1109/tvcg.2015.2467991;10.1109/vast.2012.6400491;10.1109/infvis.1996.559226;10.1109/infvis.2005.1532150;10.1109/tvcg.2016.2598885;10.1109/tvcg.2018.2864887,"Global trade network,anomaly detection,visual analytics",17,17,82,1441,,
VAST,2018,Drag and Track: A Direct Manipulation Interface for Contextualizing Data Instances within a Continuous Parameter Space,10.1109/tvcg.2018.2865051,http://dx.doi.org/10.1109/TVCG.2018.2865051,256,266,J,Daniel Orban;Daniel F. Keefe;Ayan Biswas;James P. Ahrens;David H. Rogers 0001,Daniel Orban;Daniel F. Keefe;Ayan Biswas;James Ahrens;David Rogers,"University of Minnesota, Minneapolis, MN, US;University of Minnesota, Minneapolis, MN, US;Los Alamos National Labs;Los Alamos National Labs;Los Alamos National Labs",0.1109/tvcg.2013.133;10.1109/tvcg.2016.2598869;10.1109/vast.2012.6400486;10.1109/tvcg.2010.190;10.1109/tvcg.2013.147;10.1109/vast.2012.6400489;10.1109/tvcg.2015.2467436;10.1109/tvcg.2012.260;10.1109/vast.2011.6102449;10.1109/tvcg.2015.2467204;10.1109/tvcg.2013.141;10.1109/tvcg.2017.2745178;10.1109/tvcg.2014.2346455;10.1109/tvcg.2016.2598589;10.1109/tvcg.2016.2598495;10.1109/tvcg.2016.2598839;10.1109/tvcg.2014.2346321;10.1109/tvcg.2011.248;10.1109/tvcg.2016.2598830;10.1109/tvcg.2010.223,"Visual Parameter Space Analysis,Ensemble Visualization,Semantic Interaction,Direct Manipulation,Shock Physics",23,17,56,708,,
VAST,2018,MAQUI: Interweaving Queries and Pattern Mining for Recursive Event Sequence Exploration,10.1109/tvcg.2018.2864886,http://dx.doi.org/10.1109/TVCG.2018.2864886,396,406,J,Po-Ming Law;Zhicheng Liu 0001;Sana Malik;Rahul C. Basole,Po-Ming Law;Zhicheng Liu;Sana Malik;Rahul C. Basole,"Georgia Institute of Technology, Atlanta, GA, US;Adobe Research;Adobe Research;Georgia Institute of Technology, Atlanta, GA, US",0.1109/tvcg.2017.2745278;10.1109/tvcg.2017.2745083;10.1109/vast.2016.7883512;10.1109/vast.2006.261421;10.1109/tvcg.2017.2744199;10.1109/tvcg.2014.2346682;10.1109/tvcg.2015.2467622;10.1109/tvcg.2014.2346452;10.1109/tvcg.2016.2598797;10.1109/tvcg.2013.200;10.1109/vast.2015.7347682;10.1109/tvcg.2014.2346574;10.1109/tvcg.2009.117;10.1109/vast.2009.5332595,"Sequential pattern mining,temporal query,event sequence exploration",23,17,46,667,,
VAST,2018,VIBR: Visualizing Bipartite Relations at Scale with the Minimum Description Length Principle,10.1109/tvcg.2018.2864826,http://dx.doi.org/10.1109/TVCG.2018.2864826,321,330,J,Gromit Yeuk-Yin Chan;Panpan Xu;Zeng Dai;Liu Ren,Gromit Yeuk-Yin Chan;Panpan Xu;Zeng Dai;Liu Ren,"New York University, New York, NY, US;Bosch Research North America, Sunnyvale;Bosch Research North America, Sunnyvale;Bosch Research North America, Sunnyvale",0.1109/tvcg.2010.154;10.1109/tvcg.2012.252;10.1109/tvcg.2013.223;10.1109/infvis.2004.1;10.1109/tvcg.2016.2598831;10.1109/tvcg.2009.111;10.1109/tvcg.2014.2346279;10.1109/tvcg.2006.166;10.1109/vast.2007.4389006;10.1109/tvcg.2015.2467813;10.1109/tvcg.2014.2346665;10.1109/tvcg.2016.2598591,"Bipartite Graph,Visual Summarization,Minimum Description Length,Information Theory",19,15,47,610,,
VAST,2018,Analysis of Flight Variability: a Systematic Approach,10.1109/tvcg.2018.2864811,http://dx.doi.org/10.1109/TVCG.2018.2864811,54,64,J,Natalia V. Andrienko;Gennady L. Andrienko;Jose Manuel Cordero Garcia;David Scarlatti,Natalia Andrienko;Gennady Andrienko;Jose Manuel Cordero Garcia;David Scarlatti,"Fraunhofer IAIS, City, University of London;Fraunhofer IAIS, City, University of London;CRIDA (Reference Center for Research, Development and Innovation in ATM);Boeing Research & Development Europe",0.1109/vast.2008.4677356;10.1109/vast.2010.5653580;10.1109/tvcg.2017.2744322;10.1109/tvcg.2013.193;10.1109/tvcg.2015.2467851;10.1109/tvcg.2011.233;10.1109/tvcg.2012.265;10.1109/tvcg.2015.2468078,"Visual analytics,movement data,flight trajectories",0,13,55,881,,
VAST,2018,Enhancing Web-based Analytics Applications through Provenance,10.1109/tvcg.2018.2865039,http://dx.doi.org/10.1109/TVCG.2018.2865039,131,141,J,Akhilesh Camisetty;Chaitanya Chandurkar;Maoyuan Sun;David Koop,Akhilesh Camisetty;Chaitanya Chandurkar;Maoyuan Sun;David Koop,UMass Dartmouth;UMass Dartmouth;UMass Dartmouth;UMass Dartmouth,0.1109/visual.1993.398857;10.1109/vast.2011.6102447;10.1109/vast.2010.5652932;10.1109/tvcg.2016.2598471;10.1109/tvcg.2016.2599058;10.1109/vast.2008.4677365;10.1109/tvcg.2013.197;10.1109/vast.2007.4389011;10.1109/visual.1999.809871;10.1109/tvcg.2014.2346573;10.1109/tvcg.2015.2467551;10.1109/tvcg.2015.2467191;10.1109/tvcg.2017.2745279;10.1109/tvcg.2008.137;10.1109/tvcg.2007.70589;10.1109/tvcg.2014.2346574;10.1109/tvcg.2015.2467611,"Collaboration,provenance,streaming data,history,web",13,12,60,1032,,
VAST,2018,Identification of Temporally Varying Areas of Interest in Long-Duration Eye-Tracking Data Sets,10.1109/tvcg.2018.2865042,http://dx.doi.org/10.1109/TVCG.2018.2865042,87,97,J,Prithiviraj K. Muthumanickam;Katerina Vrotsou;Aida Nordman;Jimmy Johansson 0001;Matthew Cooper 0001,Prithiviraj K. Muthumanickam;Katerina Vrotsou;Aida Nordman;Jimmy Johansson;Matthew Cooper,Linköping University;Linköping University;Linköping University;Linköping University;Linköping University,0.1109/tvcg.2012.276;10.1109/tvcg.2015.2468091;10.1109/tvcg.2016.2598695;10.1109/tvcg.2013.194;10.1109/tvcg.2017.2743939;10.1109/tvcg.2009.117;10.1109/tvcg.2010.149,"Eye-tracking data,areas of interest,clustering,minimum spanning tree,temporal data,spatio-temporal data",17,11,49,897,,
VAST,2018,The Effect of Semantic Interaction on Foraging in Text Analysis,10.1109/vast.2018.8802424,http://dx.doi.org/10.1109/VAST.2018.8802424,13,24,C,John E. Wenskovitch;Lauren Bradel;Michelle Dowling;Leanna House;Chris North 0001,John Wenskovitch;Lauren Bradel;Michelle Dowling;Leanna House;Chris North,Virginia Tech Computer Science;Department of Defense;Virginia Tech Computer Science;Virginia Tech Statistics;Virginia Tech Computer Science,0.1109/tvcg.2006.120;10.1109/vast.2012.6400559;10.1109/tvcg.2013.205;10.1109/vast.2008.4677362;10.1109/vast.2014.7042492;10.1109/vast.2012.6400486;10.1109/tvcg.2012.260;10.1109/vast.2011.6102449;10.1109/infvis.2005.1532126;10.1109/infvis.1995.528686;10.1109/infvis.2004.37,"Human-centered computing,Visualization,Empirical studies in visualization,Human-centered computing,Visualization,Visual analytics",11,9,53,227,,
VAST,2018,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,10.1109/vast.2018.8802486,http://dx.doi.org/10.1109/VAST.2018.8802486,36,47,C,Michael Blumenschein;Michael Behrisch 0001;Stefanie Schmid;Simon Butscher;Deborah R. Wahl;Karoline Villinger;Britta Renner;Harald Reiterer;Daniel A. Keim,Michael Blumenschein;Michael Behrisch;Stefanie Schmid;Simon Butscher;Deborah R. Wahl;Karoline Villinger;Britta Renner;Harald Reiterer;Daniel A. Keim,"University of Konstanz, Germany;Harvard University, USA;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany",0.1109/infvis.2004.46;10.1109/vast.2010.5652433;10.1109/infvis.1998.729559;10.1109/tvcg.2017.2743978;10.1109/tvcg.2011.188;10.1109/vast.2009.5332611;10.1109/tvcg.2010.184;10.1109/tvcg.2014.2346260;10.1109/tvcg.2013.173;10.1109/tvcg.2015.2467553;10.1109/tvcg.2014.2346248;10.1109/tvcg.2010.138;10.1109/infvis.2004.15;10.1109/tvcg.2014.2346279;10.1109/infvis.2003.1249016;10.1109/vast.2009.5332628;10.1109/tvcg.2015.2468078;10.1109/tvcg.2017.2745078;10.1109/tvcg.2017.2744098;10.1109/tvcg.2013.150,"High-dimensional data,visual exploration,pattern-driven analysis,tabular visualization,subspace,aggregation",19,8,73,658,,
VAST,2018,VUSphere: Visual Analysis of Video Utilization in Online Distance Education,10.1109/vast.2018.8802383,http://dx.doi.org/10.1109/VAST.2018.8802383,25,35,C,Huan He;Qinghua Zheng;Bo Dong 0001,Huan He;Oinghua Zheng;Bo Dong,"School of Electronic and Information Engineering, Xi'an Jiaotong University;School of Electronic and Information Engineering, Xi'an Jiaotong University;National Engineering Lab for Big Data Analytics, Xi'an Jiaotong University",0.1109/tvcg.2016.2598444;10.1109/vast.2016.7883517;10.1109/tvcg.2015.2467322,"Video utilization pattern,online distance education,visual analytics",12,8,47,444,,
VAST,2018,An Information-Theoretic Approach to the Cost-benefit Analysis of Visualization in Virtual Environments,10.1109/tvcg.2018.2865025,http://dx.doi.org/10.1109/TVCG.2018.2865025,32,42,J,Min Chen 0001;Kelly P. Gaither;Nigel W. John;Brian C. McCann,Min Chen;Kelly Gaither;Nigel W. John;Brian Mccann,"University of Oxford, Oxford, Oxfordshire, GB;University of Texas at Austin, Austin, TX, US;University of Chester, Chester, Cheshire West and Chester, GB;University of Texas at Austin, Austin, TX, US",0.1109/tvcg.2010.131;10.1109/tvcg.2008.142;10.1109/tvcg.2011.231;10.1109/tvcg.2014.2346325;10.1109/tvcg.2013.127;10.1109/tvcg.2016.2598829;10.1109/infvis.2004.59;10.1109/visual.2005.1532781;10.1109/tvcg.2010.131;10.1109/tvcg.2006.184;10.1109/tvcg.2010.132,"Theory of visualization,virtual environments,four levels of visualization,virtual reality,augmented reality,mixed reality,cost-benefit analysis,information theory,cognitive sciences,visualization applications,immersive analytics",19,7,119,991,,
VAST,2018,Lessons Learned Developing a Visual Analytics Solution for Investigative Analysis of Scamming Activities,10.1109/tvcg.2018.2865023,http://dx.doi.org/10.1109/TVCG.2018.2865023,225,234,J,Jay Koven;Cristian Felix;Hossein Siadati;Markus Jakobsson;Enrico Bertini,Jay Koven;Cristian Felix;Hossein Siadati;Markus Jakobsson;Enrico Bertini,"New York University, New York, NY, US;New York University, New York, NY, US;New York University, New York, NY, US;Amber Solutions Inc.;New York University, New York, NY, US",0.1109/vast.2007.4389011;10.1109/vast.2010.5652968;10.1109/infvis.2003.1249028;10.1109/tvcg.2009.111;10.1109/tvcg.2014.2346481;10.1109/tvcg.2012.213,"Visual Analytics,Email Investigation,Email Forensics",13,7,26,898,,
VAST,2018,InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming,10.1109/tvcg.2018.2864887,http://dx.doi.org/10.1109/TVCG.2018.2864887,277,287,J,Zhicong Lu;Mingming Fan 0001;Yun Wang 0012;Jian Zhao 0010;Michelle Annett;Daniel Wigdor,Zhicong Lu;Mingming Fan;Yun Wang;Jian Zhao;Michelle Annett;Daniel Wigdor,"University of Toronto, Toronto, ON, CA;University of Toronto, Toronto, ON, CA;Hong Kong University of Science and Technology, Kowloon, HK;FX Palo Alto Laboratory;MishMashMakers;University of Toronto, Toronto, ON, CA",0.1109/tvcg.2013.191,"Writing,prewriting,diagraming,content and structure recommendation,pen and touch interfaces",9,6,60,817,,
VAST,2018,Segue: Overviewing Evolution Patterns of Egocentric Networks by Interactive Construction of Spatial Layouts,10.1109/vast.2018.8802415,http://dx.doi.org/10.1109/VAST.2018.8802415,72,83,C,Po-Ming Law;Yanhong Wu;Rahul C. Basole,Po-Ming Law;Yanhong Wu;Rahul C. Basole,Georgia Institute of Technology;Visa Research;Georgia Institute of Technology,0.1109/tvcg.2015.2467851;10.1109/vast.2012.6400486;10.1109/tvcg.2011.226;10.1109/tvcg.2011.188;10.1109/vast.2016.7883512;10.1109/vast.2011.6102449;10.1109/tvcg.2013.198;10.1109/tvcg.2015.2467615;10.1109/tvcg.2016.2598446;10.1109/vast.2015.7347632;10.1109/tvcg.2016.2598797;10.1109/tvcg.2013.200;10.1109/tvcg.2017.2744198;10.1109/tvcg.2015.2468078;10.1109/vast.2009.5332595;10.1109/tvcg.2015.2468151,"Human-centered computing,Visualization,Visualization techniques,Graph drawings",5,4,56,196,,
VAST,2018,The Effect of Proximity in Social Data Charts on Perceived Unity,10.1109/vast.2018.8802449,http://dx.doi.org/10.1109/VAST.2018.8802449,1,12,C,Marlen Promann;Sabine Brunswicker,Marlen Promann;Sabine Brunswicker,Purdue University;Purdue University,0.1109/tvcg.2017.2746018;10.1109/tvcg.2008.171;10.1109/tvcg.2014.2346419;10.1109/tvcg.2007.70541;10.1109/tvcg.2013.234;10.1109/tvcg.2010.174;10.1109/tvcg.2012.221;10.1109/tvcg.2017.2745240,"Social visualization,information visualization,Human-centered computing,Empirical studies in HCI,Displays and imagers,Social engineering (social sciences),Visualization theory, concepts and paradigms,Gestalt theory,controlled experiment,data density,data spread,perception,group identity,unity,priming",1,0,74,278,,
InfoVis,2017,LSTMVis: A Tool for Visual Analysis of Hidden State Dynamics in Recurrent Neural Networks,10.1109/tvcg.2017.2744158,http://dx.doi.org/10.1109/TVCG.2017.2744158,667,676,J,Hendrik Strobelt;Sebastian Gehrmann;Hanspeter Pfister;Alexander M. Rush,Hendrik Strobelt;Sebastian Gehrmann;Hanspeter Pfister;Alexander M. Rush,Harvard SEAS;Harvard SEAS;Harvard SEAS;Harvard SEAS,0.1109/tvcg.2016.2598831;10.1109/tvcg.2016.2598838;10.1109/visual.2005.1532820,"Visualization,Machine Learning,Recurrent Neural Networks,LSTM",416,191,35,3006,,
InfoVis,2017,The Hologram in My Hand: How Effective is Interactive Exploration of 3D Visualizations in Immersive Tangible Augmented Reality?,10.1109/tvcg.2017.2745941,http://dx.doi.org/10.1109/TVCG.2017.2745941,457,467,J,Benjamin Bach;Ronell Sicat;Johanna Beyer;Maxime Cordeil;Hanspeter Pfister,Benjamin Bach;Ronell Sicat;Johanna Beyer;Maxime Cordeil;Hanspeter Pfister,Harvard University;Harvard University;Harvard University;Monash University;Harvard University,0.1109/tvcg.2011.234;10.1109/tvcg.2012.216;10.1109/tvcg.2016.2599107;10.1109/tvcg.2008.153;10.1109/tvcg.2013.121;10.1109/tvcg.2013.134;10.1109/tvcg.2015.2467202,"Augmented Reality,3D Interaction,User Study,Immersive Displays",212,152,67,5805,,
InfoVis,2017,Considerations for Visualizing Comparison,10.1109/tvcg.2017.2744199,http://dx.doi.org/10.1109/TVCG.2017.2744199,413,423,J,Michael Gleicher,Michael Gleicher,University of Wisconsin-Madison,0.1109/tvcg.2011.232;10.1109/tvcg.2015.2467618;10.1109/tvcg.2013.124;10.1109/vast.2012.6400486;10.1109/tvcg.2014.2346298;10.1109/tvcg.2007.70535;10.1109/tvcg.2015.2467204;10.1109/tvcg.2012.284;10.1109/tvcg.2014.2346426;10.1109/tvcg.2013.183;10.1109/tvcg.2006.147;10.1109/tvcg.2007.70615;10.1109/vast.2015.7347634;10.1109/tvcg.2010.162;10.1109/tvcg.2013.122;10.1109/tvcg.2010.177;10.1109/tvcg.2011.194;10.1109/tvcg.2009.167;10.1109/tvcg.2014.2346578;10.1109/tvcg.2009.111;10.1109/tvcg.2013.213;10.1109/vast.2014.7042491;10.1109/tvcg.2013.120;10.1109/tvcg.2009.128;10.1109/tvcg.2012.237;10.1109/visual.1990.146375;10.1109/tvcg.2008.165,"Information Visualization,Comparison,Taxonomies,Visualization Models,Task Analysis",156,114,82,2456,,
InfoVis,2017,Modeling Color Difference for Visualization Design,10.1109/tvcg.2017.2744359,http://dx.doi.org/10.1109/TVCG.2017.2744359,392,401,J,Danielle Albers Szafir,Danielle Albers Szafir,University of Colorado,0.1109/visual.1995.480803;10.1109/tvcg.2011.185;10.1109/tvcg.2010.154;10.1109/tvcg.2014.2346978;10.1109/tvcg.2016.2598918;10.1109/visual.1996.568118;10.1109/tvcg.2011.194;10.1109/tvcg.2012.279;10.1109/tvcg.2016.2599106;10.1109/tvcg.2016.2599030;10.1109/tvcg.2008.118,"Color Perception,Graphical Perception,Color Models,Crowdsourcing",133,113,55,3283,BP,
InfoVis,2017,"Scatterplots: Tasks, Data, and Designs",10.1109/tvcg.2017.2744184,http://dx.doi.org/10.1109/TVCG.2017.2744184,402,412,J,Alper Sarikaya 0001;Michael Gleicher,Alper Sarikaya;Michael Gleicher,University of Wisconsin—Madison;University of Wisconsin—Madison,0.1109/tvcg.2015.2467618;10.1109/infvis.2005.1532136;10.1109/tvcg.2008.119;10.1109/tvcg.2011.229;10.1109/tvcg.2011.185;10.1109/tvcg.2013.124;10.1109/vast.2012.6400486;10.1109/vast.2010.5652460;10.1109/tvcg.2014.2346594;10.1109/tvcg.2009.122;10.1109/tvcg.2006.161;10.1109/tvcg.2007.70535;10.1109/infvis.2002.1173156;10.1109/tvcg.2013.187;10.1109/tvcg.2013.183;10.1109/tvcg.2014.2346983;10.1109/tvcg.2006.163;10.1109/vast.2016.7883507;10.1109/tvcg.2011.223;10.1109/tvcg.2015.2467615;10.1109/vast.2009.5333895;10.1109/tvcg.2013.182;10.1109/tvcg.2013.130;10.1109/tvcg.2016.2598839;10.1109/tvcg.2013.120;10.1109/tvcg.2013.153;10.1109/tvcg.2011.167;10.1109/tvcg.2007.70596;10.1109/tvcg.2010.197;10.1109/infvis.2005.1532142;10.1109/tvcg.2013.150;10.1109/tvcg.2010.174,"Scatterplots,task taxonomies,study of designs",132,93,76,3515,,
